MRKTTAG,PRDCTAG,SALESUNITS,SALESUNITS.OLD,SALESUNITS192OZEQUCASEBASIS,SALESUNITS192OZEQUCASEBASIS,AVERAGERETAILPRICE,pcACV,TOTALBASELINEUNITS,TOTALBASELINEdollars,NOPROMOPRICE,ANYFEATUREpcACV,ANYDISPLAYpcACV,ANYFETandDSPpcACV,ANYFETWODSPpcACV,ANYDSPWOFETpcACV,PRICEDECRUNITS,PRICEDECRPRICE,PRICEDECRpcACV,ANYFTDISCUMpcAC,WeekendingDate,WeekNumber
MRKT1,PRDT2,100.56,10056,3541,16935,1.68,100,8979,15486,1.8,0,17,0,0,17,1610,1.49,15,0,20140503,17
MRKT1,PRDT2,93.13131313,9220,3246,15680,1.7,99,7906,13536,1.8,0,21,0,0,21,1139,1.53,11,0,20140510,18
MRKT1,PRDT2,80.25252525,7945,2797,13613,1.71,99,7976,13967,1.8,0,21,0,0,21,2028,1.64,23,0,20140517,19
MRKT1,PRDT2,76.98989899,7622,2684,13105,1.72,99,8446,14949,1.79,0,24,0,0,24,540,1.83,13,0,20140524,20
MRKT1,PRDT2,83.09090909,8226,2896,14154,1.72,99,9223,16207,1.8,0,27,0,0,27,1061,1.7,11,0,20140531,21
MRKT1,PRDT2,81.97979798,8116,2858,14008,1.73,99,7133,12725,1.75,0,24,0,0,24,1407,1.81,20,0,20140607,22
MRKT1,PRDT2,80.26262626,7946,2798,13689,1.72,99,8481,15102,1.79,0,24,0,0,24,2067,1.68,25,0,20140614,23
MRKT1,PRDT2,81.39393939,8058,2837,13802,1.71,99,7452,13480,1.75,0,27,0,0,27,1678,1.78,25,0,20140621,24
MRKT1,PRDT2,87.2,8720,3070,15110,1.73,100,8980,16093,1.83,0,23,0,0,23,1985,1.68,19,0,20140628,25
MRKT1,PRDT2,101.19,10119,3563,17724,1.75,100,8687,15406,1.82,0,23,0,0,23,1167,1.67,9,0,20140705,26
MRKT1,PRDT2,94.73737374,9379,3302,16360,1.74,99,9567,16796,1.81,0,25,0,0,25,708,1.63,8,0,20140712,27
MRKT1,PRDT2,95.14,9514,3350,16679,1.75,100,9317,16765,1.84,0,25,0,0,25,1790,1.59,16,0,20140719,28
MRKT1,PRDT2,102.1919192,10117,3562,17602,1.74,99,9931,17606,1.82,0,23,0,0,23,1394,1.57,12,0,20140726,29
MRKT1,PRDT2,104.37,10437,3675,18177,1.74,100,10421,18459,1.83,0,21,0,0,21,1022,1.54,9,0,20140802,30
MRKT1,PRDT2,104.29,10429,3672,18251,1.75,100,9477,16948,1.83,0,20,0,0,20,1387,1.57,11,0,20140809,31
MRKT1,PRDT2,101.6262626,10061,3542,17450,1.73,99,10482,18452,1.81,0,17,0,0,17,1006,1.67,12,0,20140816,32
MRKT1,PRDT2,101.989899,10097,3555,17646,1.75,99,10338,18546,1.84,0,17,0,0,17,1462,1.58,17,0,20140823,33
MRKT1,PRDT2,109,10791,3799,18831,1.75,99,10022,17587,1.8,0,17,0,0,17,1199,1.61,11,0,20140830,34
MRKT1,PRDT2,110.0606061,10896,3836,19163,1.76,99,9875,17439,1.79,0,25,0,0,25,368,1.64,6,0,20140906,35
MRKT1,PRDT2,103.51,10351,3644,18157,1.75,100,10959,19683,1.82,0,27,0,0,27,687,1.62,8,0,20140913,36
MRKT1,PRDT2,101.18,10118,3562,17777,1.76,100,10363,18455,1.8,0,22,0,0,22,731,1.78,11,0,20140920,37
MRKT1,PRDT2,101.2626263,10025,3530,17637,1.76,99,11025,19546,1.79,0,24,0,0,24,783,1.68,12,0,20140927,38
MRKT1,PRDT2,108.77,10877,3830,19156,1.76,100,9995,18178,1.82,0,19,0,0,19,1918,1.63,17,0,20141004,39
MRKT1,PRDT2,107.96,10796,3801,19120,1.77,100,9717,17445,1.8,0,16,0,0,16,1802,1.67,17,0,20141011,40
MRKT1,PRDT2,102.25,10225,3600,18094,1.77,100,10929,19719,1.82,0,16,0,0,16,1841,1.58,15,0,20141018,41
MRKT1,PRDT2,100.29,10029,3531,17631,1.76,100,9632,17506,1.86,0,20,0,0,20,2399,1.61,17,0,20141025,42
MRKT1,PRDT2,107.5,10750,3785,19040,1.77,100,11335,20442,1.85,0,22,0,0,22,1600,1.6,12,0,20141101,43
MRKT1,PRDT2,110.6565657,10955,3857,18780,1.71,99,9932,18188,1.84,0,20,0,0,20,5027,1.62,43,0,20141108,44
MRKT1,PRDT2,103.21,10321,3634,17286,1.67,100,10850,19116,1.8,0,23,0,0,23,3832,1.49,32,0,20141115,45
MRKT1,PRDT2,101.6060606,10059,3542,16496,1.64,99,10722,18714,1.74,0,28,0,0,28,3051,1.41,26,0,20141122,46
MRKT1,PRDT2,121.06,12106,4262,19796,1.64,100,8933,16092,1.79,0,28,0,0,28,4402,1.38,27,0,20141129,47
MRKT1,PRDT2,105.8,10580,3725,17354,1.64,100,10356,18083,1.83,0,44,0,0,44,2912,1.33,24,0,20141206,48
MRKT1,PRDT2,101.4747475,10046,3537,16412,1.63,99,10426,18093,1.79,0,41,0,0,41,2788,1.37,24,0,20141213,49
MRKT1,PRDT2,101.29,10129,3566,16530,1.63,100,11360,19842,1.76,0,44,0,0,44,2486,1.37,24,0,20141220,50
MRKT1,PRDT2,153.0808081,15155,5336,24638,1.63,99,10587,18173,1.7,0,44,0,0,44,4652,1.46,24,0,20141227,51
MRKT1,PRDT2,128.8787879,12759,4492,20695,1.62,99,10653,18280,1.78,0,0,0,0,0,6282,1.46,36,0,20150103,52
MRKT1,PRDT2,101.53,10153,3575,17516,1.73,100,11245,19066,1.75,0,0,0,0,0,1170,1.56,13,0,20150110,1
MRKT1,PRDT2,103.7575758,10272,3617,18751,1.83,99,10760,19416,1.84,0,0,0,0,0,641,1.57,6,0,20150117,2
MRKT1,PRDT2,101.12,10112,3560,18621,1.84,100,10189,18988,1.86,0,0,0,0,0,1515,1.76,13,0,20150124,3
MRKT1,PRDT2,105.45,10545,3713,19368,1.84,100,10472,19647,1.85,0,0,0,0,0,646,1.65,4,0,20150131,4
MRKT1,PRDT2,103.6565657,10262,3613,18960,1.85,99,10224,18829,1.86,0,0,0,0,0,407,1.62,1,0,20150207,5
MRKT1,PRDT2,97.39393939,9642,3395,17805,1.85,99,10096,18752,1.87,0,0,0,0,0,978,1.67,13,0,20150214,6
MRKT1,PRDT2,100.9,10090,3553,18659,1.85,100,8963,16939,1.86,0,0,0,0,0,970,1.73,7,0,20150221,7
MRKT1,PRDT2,100.95,10095,3554,18670,1.85,100,10933,20364,1.9,0,15,0,0,15,782,1.7,8,0,20150228,8
MRKT1,PRDT2,100.1515152,9915,3491,18407,1.86,99,9374,17546,1.91,0,15,0,0,15,342,1.62,5,0,20150307,9
MRKT1,PRDT2,95.23,9523,3353,17645,1.85,100,9772,18005,1.91,0,13,0,0,13,1266,1.61,11,0,20150314,10
MRKT1,PRDT2,93.43434343,9250,3257,17164,1.86,99,10462,20222,1.92,0,14,0,0,14,1175,1.66,12,0,20150321,11
MRKT1,PRDT2,92.6969697,9177,3231,17092,1.86,99,9619,18199,1.91,0,19,0,0,19,826,1.73,10,0,20150328,12
MRKT1,PRDT2,102.6161616,10159,3577,18805,1.85,99,9258,17306,1.9,0,17,0,0,17,641,1.72,10,0,20150404,13
MRKT1,PRDT2,100.93,10093,3554,18364,1.82,100,9615,17749,1.95,0,15,0,0,15,2251,1.51,13,0,20150411,14
MRKT1,PRDT2,92.3,9230,3250,16322,1.77,100,10850,20096,2.12,0,15,0,0,15,4294,1.48,31,0,20150418,15
MRKT1,PRDT2,95.92,9592,3377,17098,1.78,100,10647,20008,2.02,0,15,0,0,15,3137,1.43,25,0,20150425,16
MRKT1,PRDT2,104.7777778,10373,3652,18459,1.78,99,9748,17945,1.93,0,16,0,0,16,3018,1.51,29,0,20150502,17
MRKT1,PRDT2,108.16,10816,3808,18849,1.74,100,10143,18704,1.92,0,23,0,0,23,4140,1.53,33,0,20150509,18
MRKT1,PRDT2,104.9292929,10388,3657,17752,1.71,99,11668,21448,1.89,0,29,0,0,29,3814,1.51,28,0,20150516,19
MRKT1,PRDT2,104.5353535,10349,3644,17615,1.7,99,10649,19551,1.94,0,31,0,0,31,5148,1.53,41,0,20150523,20
MRKT1,PRDT2,109.8,10980,3866,18806,1.71,100,11561,21054,1.91,0,30,0,0,30,4403,1.47,30,0,20150530,21
MRKT1,PRDT2,115.8383838,11468,4038,19613,1.71,99,10668,19282,1.79,0,35,0,0,35,3475,1.5,28,0,20150606,22
MRKT1,PRDT2,112.8585859,11173,3934,19079,1.71,99,11290,20434,1.71,0,35,0,0,35,3547,1.6,29,0,20150613,23
MRKT1,PRDT2,116.8383838,11567,4073,19684,1.7,99,10767,19464,1.77,0,34,0,0,34,3328,1.47,23,0,20150620,24
MRKT1,PRDT2,117.52,11752,4138,20064,1.71,100,11477,21490,1.73,0,34,0,0,34,2377,1.46,14,0,20150627,25
MRKT1,PRDT2,119.55,11955,4209,20140,1.68,100,12391,22236,1.58,0,31,0,0,31,2535,1.9,29,0,20150704,26
MRKT1,PRDT2,110.67,11067,3897,18439,1.67,100,12086,21930,1.6,0,27,0,0,27,3409,1.77,42,0,20150711,27
MRKT1,PRDT2,109.33,10933,3849,18193,1.66,100,12056,22379,1.62,0,21,0,0,21,3835,1.75,49,0,20150718,28
MRKT1,PRDT2,112.34,11234,3955,18677,1.66,100,12218,22467,1.62,0,22,0,0,22,3958,1.75,47,0,20150725,29
MRKT1,PRDT2,118.77,11877,4182,19715,1.66,100,11593,21372,1.63,0,17,0,0,17,4907,1.72,51,0,20150801,30
MRKT1,PRDT2,116.41,11641,4099,19261,1.65,100,12288,22912,1.64,0,20,0,0,20,4022,1.71,46,0,20150808,31
MRKT1,PRDT2,110.58,11058,3893,18289,1.65,100,11458,20713,1.64,0,20,0,0,20,5082,1.69,49,0,20150815,32
MRKT1,PRDT2,106.11,10611,3736,17498,1.65,100,12354,21744,1.65,0,19,0,0,19,2926,1.71,30,0,20150822,33
MRKT1,PRDT2,110.3838384,10928,3848,18053,1.65,99,13801,23760,1.66,0,18,0,0,18,3173,1.65,33,0,20150829,34
MRKT1,PRDT2,140.91,14091,4961,19157,1.36,100,14039,22939,1.57,0,17,0,0,17,6377,1.18,45,0,20150905,35
MRKT1,PRDT2,161.3838384,15977,5625,19553,1.22,99,13304,21203,1.57,0,28,0,0,28,5818,0.93,27,0,20150912,36
MRKT1,PRDT2,175.4949495,17374,6117,20783,1.2,99,15606,24297,1.54,0,28,0,0,28,5904,0.91,26,0,20150919,37
MRKT1,PRDT2,177.26,17726,6241,21085,1.19,100,15318,24071,1.51,0,25,0,0,25,8775,1.08,40,0,20150926,38
MRKT1,PRDT2,192.62,19262,6782,22795,1.18,100,14977,24171,1.54,0,21,0,0,21,9940,1.06,38,0,20151003,39
MRKT1,PRDT2,194.8181818,19287,6791,22723,1.18,99,14755,23935,1.55,0,10,0,0,10,11467,1.08,54,0,20151010,40
MRKT1,PRDT2,188.43,18843,6634,22453,1.19,100,14019,22430,1.51,0,11,0,0,11,9002,1.11,50,0,20151017,41
MRKT1,PRDT2,192.04,19204,6761,23056,1.2,100,15371,21327,1.46,0,14,0,0,14,9011,1.13,55,0,20151024,42
MRKT1,PRDT2,198.34,19834,6983,23907,1.21,100,11657,16691,1.15,0,13,0,0,13,3542,1.62,31,0,20151031,43
MRKT1,PRDT2,156.31,15631,5503,22257,1.42,100,11273,16271,1.4,0,16,0,0,16,2393,1.71,21,0,20151107,44
MRKT1,PRDT2,110.8181818,10971,3863,19122,1.74,99,11639,17754,1.73,0,16,0,0,16,1749,1.68,17,0,20151114,45
MRKT1,PRDT2,107.59,10759,3788,18572,1.73,100,11705,20938,1.76,0,10,0,0,10,4115,1.67,36,0,20151121,46
MRKT1,PRDT2,140.9191919,13951,4912,23686,1.7,99,11638,20887,1.72,0,12,0,0,12,5232,1.66,33,0,20151128,47
MRKT1,PRDT2,117.4,11740,4133,20033,1.71,100,11342,20346,1.72,0,10,0,0,10,5518,1.67,46,0,20151205,48
MRKT1,PRDT2,113.1212121,11199,3943,19119,1.71,99,12155,21824,1.77,0,8,0,0,8,6495,1.66,51,0,20151212,49
MRKT1,PRDT2,109.22,10922,3845,18573,1.7,100,10793,19419,1.72,0,11,0,0,11,4338,1.64,35,0,20151219,50
MRKT1,PRDT2,179.19,17919,6309,30168,1.68,100,10008,18317,1.69,0,11,0,0,11,13652,1.68,68,0,20151226,51
MRKT1,PRDT2,140.7,14070,4954,23979,1.7,100,10574,19112,1.76,0,14,0,0,14,6818,1.65,41,0,20160102,52
MRKT1,PRDT2,111.92,11192,3941,19257,1.72,100,11896,21575,1.8,0,12,0,0,12,4867,1.65,43,0,20160109,1
MRKT1,PRDT2,114.26,11426,4023,19605,1.72,100,12115,21779,1.75,0,5,0,0,5,4558,1.66,44,0,20160116,2
MRKT1,PRDT2,116.2626263,11510,4052,19581,1.7,99,11006,20099,1.8,0,8,0,0,8,7234,1.65,56,0,20160123,3
MRKT1,PRDT2,117.08,11708,4122,19831,1.69,100,11890,21467,1.74,0,8,0,0,8,6244,1.64,55,0,20160130,4
MRKT1,PRDT2,123.9191919,12268,4320,20724,1.69,99,12222,21755,1.7,0,9,0,0,9,5957,1.67,54,0,20160206,5
MRKT1,PRDT2,115.04,11504,4050,19243,1.67,100,10788,19247,1.64,0,12,0,0,12,5709,1.69,55,0,20160213,6
MRKT1,PRDT2,118.1717172,11699,4119,19556,1.67,99,10428,18788,1.69,0,15,0,0,15,6978,1.67,49,0,20160220,7
MRKT1,PRDT2,118.030303,11685,4114,19580,1.68,99,9957,17979,1.73,0,12,0,0,12,7270,1.64,52,0,20160227,8
MRKT1,PRDT2,118.3636364,11718,4126,19610,1.67,99,11012,19324,1.72,0,10,0,0,10,6871,1.64,51,0,20160305,9
MRKT1,PRDT2,115.8686869,11471,4039,19171,1.67,99,10275,18159,1.69,0,10,0,0,10,4480,1.64,32,0,20160312,10
MRKT1,PRDT2,114.7979798,11365,4001,18988,1.67,99,10410,18188,1.71,0,8,0,0,8,4203,1.61,35,0,20160319,11
MRKT1,PRDT2,112.89,11289,3975,18892,1.67,100,11053,19649,1.68,0,8,0,0,8,5052,1.66,48,0,20160326,12
MRKT1,PRDT2,120.5252525,11932,4201,19914,1.67,99,11092,19716,1.67,0,10,0,0,10,6225,1.67,53,0,20160402,13
MRKT1,PRDT2,112.97,11297,3977,18644,1.65,100,10890,19299,1.71,0,14,0,0,14,5622,1.62,49,0,20160409,14
MRKT1,PRDT2,110.11,11011,3877,18148,1.65,100,10821,19152,1.68,0,16,0,0,16,4656,1.64,41,0,20160416,15
MRKT1,PRDT2,113.26,11326,3988,18639,1.65,100,11287,19671,1.71,0,15,0,0,15,5233,1.62,45,0,20160423,16
MRKT1,PRDT2,122.12,12212,4300,20060,1.64,100,10694,18642,1.71,0,21,0,0,21,5003,1.62,38,0,20160430,17
MRKT1,PRDT2,115.03,11503,4050,19067,1.66,100,10120,17746,1.67,0,18,0,0,18,5504,1.66,48,0,20160507,18
MRKT1,PRDT2,114.9393939,11379,4006,18791,1.65,99,11912,20636,1.7,0,17,0,0,17,5620,1.63,43,0,20160514,19
MRKT1,PRDT2,108.7878788,10770,3792,17768,1.65,99,10893,18897,1.66,0,20,0,0,20,3826,1.64,34,0,20160521,20
MRKT1,PRDT2,113.96,11396,4012,18732,1.64,100,11235,19322,1.66,0,19,0,0,19,5670,1.64,47,0,20160528,21
MRKT1,PRDT2,122.34,12234,4307,20150,1.65,100,11027,19010,1.68,0,24,0,0,24,3755,1.65,34,0,20160604,22
MRKT1,PRDT2,119.7676768,11857,4175,19436,1.64,99,10853,18810,1.69,0,19,0,0,19,5636,1.63,41,0,20160611,23
MRKT1,PRDT2,116.5656566,11540,4063,19037,1.65,99,10978,19038,1.67,0,18,0,0,18,3038,1.66,30,0,20160618,24
MRKT1,PRDT2,118.2828283,11710,4123,19152,1.64,99,10825,18783,1.66,0,28,0,0,28,4516,1.62,41,0,20160625,25
MRKT1,PRDT2,125.1212121,12387,4361,20314,1.64,99,11787,20186,1.68,0,23,0,0,23,3378,1.61,30,0,20160702,26
MRKT1,PRDT2,123.9292929,12269,4320,20275,1.65,99,10879,18787,1.67,0,22,0,0,22,5036,1.67,44,0,20160709,27
MRKT1,PRDT2,117.8080808,11663,4106,19184,1.64,99,10996,19061,1.69,0,26,0,0,26,5334,1.63,40,0,20160716,28
MRKT1,PRDT2,117.6363636,11646,4100,19150,1.64,99,11336,19602,1.69,0,31,0,0,31,4570,1.62,38,0,20160723,29
MRKT1,PRDT2,121.4646465,12025,4234,19695,1.64,99,11373,19846,1.64,0,24,0,0,24,4365,1.63,36,0,20160730,30
MRKT1,PRDT2,125.0808081,12383,4360,20378,1.65,99,10984,19033,1.66,0,19,0,0,19,4188,1.62,42,0,20160806,31
MRKT1,PRDT2,119.7777778,11858,4175,19443,1.64,99,11689,20156,1.67,0,24,0,0,24,3597,1.61,29,0,20160813,32
MRKT1,PRDT2,112.53,11253,3962,18517,1.65,100,12064,20645,1.68,0,26,0,0,26,4304,1.6,38,0,20160820,33
MRKT1,PRDT2,118.04,11804,4156,19388,1.64,100,11287,19532,1.66,0,23,0,0,23,4234,1.61,35,0,20160827,34
MRKT1,PRDT2,145.81,14581,5134,24294,1.67,100,13662,23801,1.68,0,18,0,0,18,5131,1.66,34,0,20160903,35
MRKT1,PRDT2,147.4,14740,5190,19580,1.33,100,12213,19505,1.52,0,23,0,0,23,7379,1.24,51,0,20160910,36
MRKT1,PRDT2,181.41,18141,6387,21376,1.18,100,13469,20768,1.47,0,19,0,0,19,9732,1.09,53,0,20160917,37
MRKT1,PRDT2,188.41,18841,6634,22012,1.17,100,13643,20980,1.47,0,21,0,0,21,10633,1.05,51,0,20160924,38
MRKT1,PRDT2,197.87,19787,6967,23049,1.16,100,13433,20800,1.5,0,25,0,0,25,11129,1.07,58,0,20161001,39
MRKT1,PRDT2,197.59,19759,6957,22916,1.16,100,15962,25156,1.51,0,29,0,0,29,11039,1.1,57,0,20161008,40
MRKT1,PRDT2,188.2727273,18639,6562,21625,1.16,99,16467,25486,1.5,0,33,0,0,33,10560,1.13,56,0,20161015,41
MRKT1,PRDT2,189.36,18936,6667,22083,1.17,100,17067,26224,1.52,0,28,0,0,28,9898,1.05,55,0,20161022,42
MRKT1,PRDT2,193.61,19361,6817,22409,1.16,100,15572,20760,1.32,0,26,0,0,26,7898,1.05,37,0,20161029,43
MRKT1,PRDT2,200.79,20079,7069,23261,1.16,100,17567,21172,1.14,0,17,0,0,17,1383,1.44,12,0,20161105,44
MRKT1,PRDT2,187.88,18788,6615,21766,1.16,100,17755,22525,1.19,0,19,0,0,19,0,0,0,0,20161112,45
MRKT1,PRDT2,179.3,17930,6313,20658,1.15,100,18926,22141,1.11,0,24,0,0,24,2064,1.4,10,0,20161119,46
MRKT1,PRDT2,214.96,21496,7568,25200,1.17,100,17669,21409,1.13,0,24,0,0,24,2420,1.47,13,0,20161126,47
MRKT1,PRDT2,196.74,19674,6927,22694,1.15,100,20682,24787,1.11,0,22,0,0,22,2610,1.48,19,0,20161203,48
MRKT1,PRDT2,193.88,19388,6826,22524,1.16,100,18696,21783,1.14,0,22,0,0,22,1798,1.47,13,0,20161210,49
MRKT1,PRDT2,190.75,19075,6716,22113,1.16,100,19832,23855,1.08,0,19,0,0,19,3923,1.45,25,0,20161217,50
MRKT1,PRDT2,240,24000,8450,27954,1.16,100,18029,21678,1.14,0,19,0,0,19,2681,1.47,19,0,20161224,51
MRKT1,PRDT2,253.5,25350,8925,29885,1.18,100,20203,23833,1.14,0,22,0,0,22,3439,1.48,16,0,20161231,52
MRKT1,PRDT2,141.9090909,14049,4946,20616,1.47,99,17350,22296,1.47,0,22,0,0,22,3073,1.57,25,0,20170107,1
MRKT1,PRDT2,131.2,13120,4619,21733,1.66,100,17678,26827,1.68,0,22,0,0,22,3289,1.63,19,0,20170114,2
MRKT1,PRDT2,121.54,12154,4279,20142,1.66,100,16915,28988,1.68,0,24,0,0,24,2150,1.59,15,0,20170121,3
MRKT1,PRDT2,121.52,12152,4279,20077,1.65,100,16311,28266,1.68,0,21,0,0,21,2604,1.56,24,0,20170128,4
MRKT2,PRDT1,96.93,9693,7270,36084,3.72,100,6552,32608,0,94,92,86,8,6,0,0,0,86,20131109,44
MRKT2,PRDT1,82.99,8299,6224,33858,4.08,100,6226,31070,0,66,92,66,0,26,484,4.84,8,66,20131116,45
MRKT2,PRDT1,176.69,17669,13252,59532,3.37,100,6029,30562,0,84,81,75,8,6,2556,3.27,11,75,20131123,46
MRKT2,PRDT1,417.17,41717,31288,131797,3.16,100,5867,29607,0,94,84,78,16,6,0,0,0,78,20131130,47
MRKT2,PRDT1,99.01,9901,7426,37844,3.82,100,6384,31757,0,100,94,94,6,0,0,0,0,94,20131207,48
MRKT2,PRDT1,102.73,10273,7705,38257,3.72,100,6036,29927,0,100,80,80,20,0,0,0,0,80,20131214,49
MRKT2,PRDT1,117.14,11714,8785,42891,3.66,100,6142,25670,0,70,70,64,6,6,1206,4.22,25,64,20131221,50
MRKT2,PRDT1,254.71,25471,19103,80731,3.17,100,5611,23289,0,100,100,100,0,0,0,0,0,100,20131228,51
MRKT2,PRDT1,108.1,10810,8108,45561,4.21,100,6475,26842,4.89,75,85,70,6,16,0,0,0,70,20140104,52
MRKT2,PRDT1,99.67,9967,7475,43404,4.35,100,6318,27154,0,100,100,100,0,0,0,0,0,100,20140111,1
MRKT2,PRDT1,91.1,9110,6833,39519,4.34,100,5778,25693,4.3,0,88,0,0,88,0,0,0,0,20140118,2
MRKT2,PRDT1,110.41,11041,8281,45140,4.09,100,6492,28901,0,100,94,94,6,0,0,0,0,94,20140125,3
MRKT2,PRDT1,88.75,8875,6656,38601,4.35,100,6727,29951,0,94,91,85,9,6,0,0,0,85,20140201,4
MRKT2,PRDT1,241.9,24190,18143,87805,3.63,100,8149,36773,0,100,100,100,0,0,0,0,0,100,20140208,5
MRKT2,PRDT1,109.21,10921,8191,45398,4.16,100,9269,41694,0,100,83,83,17,0,0,0,0,83,20140215,6
MRKT2,PRDT1,90.49,9049,6787,38963,4.31,100,8571,38943,0,0,100,0,0,100,0,0,0,0,20140222,7
MRKT2,PRDT1,96.53,9653,7240,40977,4.25,100,9094,40434,0,100,91,91,9,0,0,0,0,91,20140301,8
MRKT2,PRDT1,103.87,10387,7790,42426,4.08,100,9182,41015,0,79,100,79,0,21,0,0,0,79,20140308,9
MRKT2,PRDT1,122.6,12260,9195,48249,3.94,100,9067,40426,0,100,94,94,6,0,0,0,0,94,20140315,10
MRKT2,PRDT1,86.96,8696,6522,36642,4.21,100,8815,39041,4.36,0,85,0,0,85,656,4.23,9,0,20140322,11
MRKT2,PRDT1,106.9,10690,8018,42167,3.94,100,9070,40047,0,100,100,100,0,0,0,0,0,100,20140329,12
MRKT2,PRDT1,86.63,8663,6497,35097,4.05,100,8669,39133,0,70,89,58,11,30,0,0,0,58,20140405,13
MRKT2,PRDT1,85.56,8556,6417,36980,4.32,100,9599,42155,0,100,88,88,12,0,0,0,0,88,20140412,14
MRKT2,PRDT1,105.08,10508,7881,43332,4.12,100,9122,40700,4.53,0,91,0,0,91,0,0,0,0,20140419,15
MRKT2,PRDT1,219.25,21925,16444,82379,3.76,100,9126,40382,0,100,100,100,0,0,0,0,0,100,20140426,16
MRKT2,PRDT1,114.05,11405,8554,45591,4,100,9756,41954,0,100,94,94,6,0,0,0,0,94,20140503,17
MRKT2,PRDT1,102.05,10205,7654,42615,4.18,100,9622,42067,0,70,94,64,6,30,0,0,0,64,20140510,18
MRKT2,PRDT1,105.89,10589,7942,44553,4.21,100,9290,40726,4.44,0,85,0,0,85,579,4.25,6,0,20140517,19
MRKT2,PRDT1,125.11,12511,9383,49065,3.92,100,9769,43525,0,100,100,100,0,0,0,0,0,100,20140524,20
MRKT2,PRDT1,242.5,24250,18188,85340,3.52,100,8918,39309,0,100,89,89,11,0,0,0,0,89,20140531,21
MRKT2,PRDT1,88.3,8830,6623,36491,4.13,100,9592,41455,0,100,89,89,11,0,0,0,0,89,20140607,22
MRKT2,PRDT1,104.63,10463,7847,42382,4.05,100,10066,43475,4.34,70,91,70,0,21,0,0,0,70,20140614,23
MRKT2,PRDT1,148.94,14894,11171,55590,3.73,100,10059,43156,0,100,89,89,11,0,0,0,0,89,20140621,24
MRKT2,PRDT1,92.1,9210,6908,39105,4.25,100,10030,43181,4.45,70,80,58,11,21,0,0,0,58,20140628,25
MRKT2,PRDT1,374.2,37420,28065,122715,3.28,100,10074,41664,0,100,69,69,31,0,0,0,0,69,20140705,26
MRKT2,PRDT1,589.64,58964,44223,184399,3.13,100,9435,39323,0,100,62,62,38,0,0,0,0,62,20140712,27
MRKT2,PRDT1,134.07,13407,10055,51364,3.83,100,9845,41555,0,100,72,72,28,0,0,0,0,72,20140719,28
MRKT2,PRDT1,103.32,10332,7749,43438,4.2,100,10414,44322,4.57,70,74,53,17,21,0,0,0,53,20140726,29
MRKT2,PRDT1,105.33,10533,7900,43634,4.14,100,10073,42360,0,100,80,80,20,0,0,0,0,80,20140802,30
MRKT2,PRDT1,115.93,11593,8695,47517,4.1,100,10507,44567,0,70,74,53,17,21,562,3.9,9,53,20140809,31
MRKT2,PRDT1,149.22,14922,11192,55639,3.73,100,10001,42422,0,100,95,95,5,0,0,0,0,95,20140816,32
MRKT2,PRDT1,114.19,11419,8564,45451,3.98,100,10234,43499,0,66,100,66,0,34,0,0,0,66,20140823,33
MRKT2,PRDT1,179.29,17929,13447,65313,3.64,100,10107,42209,0,100,100,100,0,0,0,0,0,100,20140830,34
MRKT2,PRDT1,262.03,26203,19652,92619,3.53,100,9607,40604,0,100,100,100,0,0,0,0,0,100,20140906,35
MRKT2,PRDT1,98.75,9875,7406,41893,4.24,100,10530,44520,4.31,0,68,0,0,68,438,3.92,7,0,20140913,36
MRKT2,PRDT1,111.78,11178,8384,47008,4.21,100,9759,42175,0,100,89,89,11,0,0,0,0,89,20140920,37
MRKT2,PRDT1,119.67,11967,8975,49124,4.1,100,9382,40699,0,66,81,55,11,26,755,4.21,9,55,20140927,38
MRKT2,PRDT1,146.36,14636,10977,55194,3.77,100,9839,41818,0,100,89,89,11,0,0,0,0,89,20141004,39
MRKT2,PRDT1,128.19,12819,9614,52518,4.1,100,9715,41786,0,66,76,50,16,26,841,4.2,9,50,20141011,40
MRKT2,PRDT1,164.94,16494,12371,64942,3.94,100,10642,45488,0,100,95,95,5,0,0,0,0,95,20141018,41
MRKT2,PRDT1,100.3,10030,7523,42454,4.23,100,9364,40812,4.07,0,95,0,0,95,0,0,0,0,20141025,42
MRKT2,PRDT1,100.8,10080,7560,42096,4.18,100,10116,43104,0,100,76,76,24,0,0,0,0,76,20141101,43
MRKT2,PRDT1,92.17171717,9125,6844,38653,4.24,99,10155,43653,4.25,65,75,49,16,25,0,0,0,49,20141108,44
MRKT2,PRDT1,94.1010101,9316,6987,39779,4.27,99,9211,40436,0,99,83,83,16,0,0,0,0,83,20141115,45
MRKT2,PRDT1,127.3030303,12603,9452,50083,3.97,99,9099,40787,0,0,80,0,0,80,2031,3.92,19,0,20141122,46
MRKT2,PRDT1,401.6767677,39766,29825,136482,3.43,99,9005,38859,0,99,89,89,10,0,0,0,0,89,20141129,47
MRKT2,PRDT1,96.82,9682,7262,40481,4.18,100,9228,40707,0,0,95,0,0,95,413,3.93,5,0,20141206,48
MRKT2,PRDT1,91.82,9182,6887,39326,4.28,100,9624,41887,4.51,0,88,0,0,88,0,0,0,0,20141213,49
MRKT2,PRDT1,119.58,11958,8969,48446,4.05,100,9325,40190,0,100,72,72,28,0,0,0,0,72,20141220,50
MRKT2,PRDT1,265.15,26515,19886,100118,3.78,100,8350,37006,4.23,59,77,55,5,23,555,4.26,8,55,20141227,51
